symbol,sector,industry
SMMT,Health Care,Biotechnology: Pharmaceutical Preparations
SMRT,Technology,EDP Services
SMSI,Technology,Computer Software: Prepackaged Software
SMTC,Technology,Semiconductors
SMTI,Health Care,Industrial Specialties
SMTK,Technology,Semiconductors
SMWB,Technology,Computer Software: Programming Data Processing
SMX,Technology,Industrial Machinery/Components
SMXT,Consumer Discretionary,Engineering & Construction
SMXWW,Technology,Industrial Machinery/Components
SN,Consumer Discretionary,Consumer Electronics/Appliances
SNA,Consumer Discretionary,Industrial Machinery/Components
SNAL,Technology,Computer Software: Prepackaged Software
SNAP,Technology,Computer Software: Programming Data Processing
SNBR,Consumer Discretionary,Home Furnishings
SNCR,Technology,EDP Services
SNCY,Consumer Discretionary,Air Freight/Delivery Services
SND,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDA,Health Care,Hospital/Nursing Management
SNDK,Technology,Electronic Components
SNDL,Health Care,Medicinal Chemicals and Botanical Products
SNDR,Industrials,Trucking Freight/Courier Services
SNDX,Health Care,Biotechnology: Pharmaceutical Preparations
SNES,Industrials,Agricultural Chemicals
SNEX,Finance,Investment Bankers/Brokers/Service
SNFCA,Finance,Finance: Consumer Services
SNGX,Health Care,Biotechnology: Pharmaceutical Preparations
SNN,Health Care,Industrial Specialties
SNOA,Health Care,Biotechnology: Pharmaceutical Preparations
SNOW,Technology,Computer Software: Prepackaged Software
SNPS,Technology,Computer Software: Prepackaged Software
SNSE,Health Care,Biotechnology: Pharmaceutical Preparations
SNT,Telecommunications,Telecommunications Equipment
SNTG,Finance,Finance: Consumer Services
SNTI,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SNV,Finance,Major Banks
SNWV,Health Care,Medical/Dental Instruments
SNX,Technology,Retail: Computer Software & Peripheral Equipment
SNY,Health Care,Biotechnology: Pharmaceutical Preparations
SNYR,Health Care,Other Pharmaceuticals
SO,Utilities,Electric Utilities: Central
SOAR,Consumer Discretionary,Transportation Services
SOBO,Energy,Natural Gas Distribution
SOBR,Consumer Discretionary,Newspapers/Magazines
SOC,Energy,Oil & Gas Production
SOCAU,Finance,Blank Checks
SOFI,Finance,Finance: Consumer Services
SOGP,Technology,Computer Software: Programming Data Processing
SOHO,Real Estate,Real Estate Investment Trusts
SOHOB,Real Estate,Real Estate Investment Trusts
SOHON,Real Estate,Real Estate Investment Trusts
SOHOO,Real Estate,Real Estate Investment Trusts
SOHU,Technology,EDP Services
SOJC,Utilities,Electric Utilities: Central
SOJD,Utilities,Electric Utilities: Central
SOJE,Basic Materials,Metal Mining
SOJF,Basic Materials,Metal Mining
SOL,Technology,Semiconductors
SOLV,Health Care,Medical/Dental Instruments
SON,Consumer Discretionary,Containers/Packaging
SOND,Consumer Discretionary,Hotels/Resorts
SONDW,Consumer Discretionary,Hotels/Resorts
SONM,Utilities,Telecommunications Equipment
SONN,Health Care,Biotechnology: Pharmaceutical Preparations
SONO,Consumer Staples,Consumer Electronics/Appliances
SONY,Consumer Staples,Consumer Electronics/Appliances
SOPA,Real Estate,Real Estate
SOPH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SOR,Finance,Investment Managers
SORA,Industrials,Other Specialty Stores
SOS,Finance,Finance: Consumer Services
SOTK,Technology,Industrial Machinery/Components
SOUL,Consumer Discretionary,Publishing
SOUN,Technology,Computer Software: Prepackaged Software
SOUNW,Technology,Computer Software: Prepackaged Software
SOWG,Consumer Staples,Packaged Foods
SPAI,Health Care,Industrial Specialties
SPB,Miscellaneous,Industrial Machinery/Components
SPCB,Technology,Semiconductors
SPCE,Consumer Discretionary,Transportation Services
SPE,Finance,Finance/Investors Services
SPFI,Finance,Major Banks
SPG,Real Estate,Real Estate Investment Trusts
SPGI,Finance,Finance: Consumer Services
SPH,Consumer Discretionary,Other Specialty Stores
SPHL,Consumer Discretionary,Homebuilding
SPHR,Consumer Discretionary,Services-Misc. Amusement & Recreation
SPIR,Consumer Discretionary,Telecommunications Equipment
SPNS,Technology,Computer Software: Prepackaged Software
SPNT,Finance,Property-Casualty Insurers
SPOK,Telecommunications,Telecommunications Equipment
SPOT,Consumer Discretionary,Broadcasting
SPPL,Consumer Discretionary,Diversified Commercial Services
SPR,Industrials,Military/Government/Technical
SPRB,Health Care,Biotechnology: Pharmaceutical Preparations
SPRC,Health Care,Biotechnology: Pharmaceutical Preparations
SPRO,Health Care,Biotechnology: Pharmaceutical Preparations
SPRU,Consumer Discretionary,Auto Parts:O.E.M.
SPRY,Health Care,Biotechnology: Pharmaceutical Preparations
SPSC,Technology,Computer Software: Prepackaged Software
SPT,Technology,Computer Software: Prepackaged Software
SPTN,Consumer Discretionary,Food Distributors
SPWH,Consumer Discretionary,Other Specialty Stores
SPWR,Technology,Semiconductors
SPWRW,Technology,Semiconductors
SPXC,Industrials,Industrial Machinery/Components
SPXX,Finance,Trusts Except Educational Religious and Charitable
SQFT,Real Estate,Real Estate Investment Trusts
SQFTP,Real Estate,Real Estate Investment Trusts
SQFTW,Real Estate,Real Estate Investment Trusts
SQM,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNS,Technology,Semiconductors
SR,Utilities,Oil/Gas Transmission
SRAD,Technology,Computer Software: Programming Data Processing
SRBK,Finance,Banks
SRCE,Finance,Major Banks
SRDX,Health Care,Medical/Dental Instruments
SRE,Utilities,Natural Gas Distribution
SREA,Utilities,Natural Gas Distribution
SRFM,Consumer Discretionary,Transportation Services
SRG,Finance,Real Estate
SRI,Consumer Discretionary,Auto Parts:O.E.M.
SRL,Finance,Commercial Banks
SRPT,Health Care,Biotechnology: Pharmaceutical Preparations
SRRK,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRTA,Consumer Discretionary,Transportation Services
SRTAW,Consumer Discretionary,Transportation Services
SRTS,Health Care,Medical/Dental Instruments
SRV,Finance,Finance Companies
SRXH,Consumer Staples,Beverages (Production/Distribution)
SRZN,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SRZNW,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SSB,Finance,Major Banks
SSBI,Finance,Major Banks
SSD,Consumer Discretionary,Industrial Machinery/Components
SSII,Health Care,Medical/Dental Instruments
SSKN,Health Care,Medical/Dental Instruments
SSL,Energy,Oil & Gas Production
SSNC,Technology,Computer Software: Prepackaged Software
SSP,Industrials,Broadcasting
SSRM,Industrials,Precious Metals
SSSS,Finance,Finance: Consumer Services
SSSSL,Finance,Finance: Consumer Services
SST,Technology,Computer Software: Programming Data Processing
SSTI,Technology,Computer Software: Prepackaged Software
SSTK,Technology,EDP Services
SSYS,Technology,Computer peripheral equipment
ST,Industrials,Industrial Machinery/Components
STAA,Health Care,Ophthalmic Goods
STAG,Real Estate,Real Estate Investment Trusts
STAI,Industrials,Electrical Products
STAK,Consumer Discretionary,Oil and Gas Field Machinery
STBA,Finance,Major Banks
STC,Finance,Specialty Insurers
STE,Health Care,Industrial Specialties
STEC,Finance,Investment Managers
STEL,Finance,Major Banks
STEM,Miscellaneous,Industrial Machinery/Components
STEP,Finance,Investment Managers
STEW,Finance,Investment Managers
STEX,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STFS,Consumer Discretionary,Advertising
STG,Real Estate,Other Consumer Services
STGW,Consumer Discretionary,Advertising
STHO,Real Estate,Real Estate
STI,Miscellaneous,Industrial Machinery/Components
STIM,Health Care,Medical/Dental Instruments
STK,Finance,Investment Managers
STKH,Consumer Staples,Packaged Foods
STKL,Industrials,Farming/Seeds/Milling
STKS,Consumer Discretionary,Restaurants
STLA,Industrials,Auto Manufacturing
STLD,Industrials,Steel/Iron Ore
STM,Technology,Semiconductors
STN,Consumer Discretionary,Military/Government/Technical
STNE,Technology,EDP Services
STNG,Consumer Discretionary,Marine Transportation
STOK,Health Care,Biotechnology: Pharmaceutical Preparations
STRA,Real Estate,Other Consumer Services
STRC,Technology,Computer Software: Prepackaged Software
STRD,Technology,Computer Software: Prepackaged Software
STRF,Technology,Computer Software: Prepackaged Software
STRK,Technology,Computer Software: Prepackaged Software
STRL,Industrials,Military/Government/Technical
STRO,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Consumer Discretionary,Professional Services
STRS,Real Estate,Homebuilding
STRT,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Real Estate,Real Estate Investment Trusts
STRZ,Consumer Discretionary,Movies/Entertainment
STSS,Health Care,Medical/Dental Instruments
STSSW,Finance,Finance: Consumer Services
STT,Finance,Major Banks
STTK,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Health Care,Medical/Dental Instruments
STWD,Real Estate,Real Estate Investment Trusts
STX,Technology,Electronic Components
STXS,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Consumer Staples,Beverages (Production/Distribution)
SU,Energy,Integrated oil Companies
SUGP,Consumer Discretionary,Diversified Commercial Services
SUI,Real Estate,Real Estate Investment Trusts
SUIG,Finance,Finance Companies
SUN,Energy,Integrated oil Companies
SUNE,Utilities,Telecommunications Equipment
SUNS,Real Estate,Real Estate Investment Trusts
SUPN,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Finance,Commercial Banks
SURG,Consumer Discretionary,Advertising
SUUN,Utilities,Power Generation
SUZ,Basic Materials,Paper
SVC,Real Estate,Real Estate Investment Trusts
SVCCW,Finance,Blank Checks
SVCO,Technology,Computer Software: Prepackaged Software
SVII,Finance,Blank Checks
SVIIW,Finance,Blank Checks
SVM,Basic Materials,Precious Metals
SVRA,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,Technology,EDP Services
SVV,Consumer Discretionary,Other Specialty Stores
SW,Consumer Discretionary,Containers/Packaging
SWAG,Consumer Discretionary,Advertising
SWAGW,Consumer Discretionary,Advertising
SWBI,Industrials,Ordnance And Accessories
SWIM,Industrials,Plastic Products
SWIN,Finance,Investment Bankers/Brokers/Service
SWK,Consumer Discretionary,Industrial Machinery/Components
SWKH,Finance,Diversified Financial Services
SWKS,Technology,Semiconductors
SWVL,Real Estate,Real Estate
SWVLW,Real Estate,Real Estate
SWX,Utilities,Oil & Gas Production
SWZ,Finance,Finance Companies
SXC,Industrials,Steel/Iron Ore
SXI,Industrials,Industrial Machinery/Components
SXT,Industrials,Major Chemicals
SXTC,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,Health Care,Biotechnology: Pharmaceutical Preparations
SY,Technology,EDP Services
SYBT,Finance,Major Banks
SYBX,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Finance,Finance: Consumer Services
SYK,Health Care,Medical/Dental Instruments
SYM,Industrials,Industrial Machinery/Components
SYNA,Technology,Semiconductors
SYNX,Consumer Staples,Consumer Electronics/Appliances
SYPR,Industrials,Industrial Machinery/Components
SYRE,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Telecommunications,Telecommunications Equipment
SYTAW,Telecommunications,Telecommunications Equipment
SYY,Consumer Discretionary,Food Distributors
SZZL,Finance,Blank Checks
T,Telecommunications,Telecommunications Equipment
TAC,Utilities,Electric Utilities: Central
TACHU,Finance,Blank Checks
TACO,Finance,Blank Checks
TACOU,Finance,Blank Checks
TACOW,Finance,Blank Checks
TACT,Technology,Computer peripheral equipment
TAIT,Technology,Electronic Components
TAK,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,Real Estate,Other Consumer Services
TALK,Health Care,Medical/Nursing Services
TALKW,Health Care,Medical/Nursing Services
TALO,Energy,Oil & Gas Production
TANH,Industrials,Major Chemicals
TAOP,Technology,Computer Software: Prepackaged Software
TAOX,Health Care,Biotechnology: Pharmaceutical Preparations
TAP,Consumer Staples,Beverages (Production/Distribution)
TARA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,Technology,EDP Services
TATT,Industrials,Aerospace
TAVI,Finance,Blank Checks
TAYD,Industrials,Industrial Machinery/Components
TBB,Telecommunications,Telecommunications Equipment
TBBB,Consumer Staples,Food Chains
TBBK,Finance,Major Banks
TBCH,Telecommunications,Telecommunications Equipment
TBH,Consumer Discretionary,Services-Misc. Amusement & Recreation
TBHC,Consumer Discretionary,Other Specialty Stores
TBI,Consumer Discretionary,Professional Services
TBLA,Technology,Computer Software: Programming Data Processing
TBLAW,Technology,Computer Software: Programming Data Processing
TBLD,Finance,Investment Managers
TBMC,Finance,Blank Checks
TBMCR,Finance,Blank Checks
TBN,Energy,Oil & Gas Production
TBPH,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,Technology,EDP Services
TC,Real Estate,Real Estate
TCBI,Finance,Major Banks
TCBIO,Finance,Major Banks
TCBK,Finance,Major Banks
TCBS,Finance,Banks
TCBX,Finance,Banks
TCI,Real Estate,Real Estate Investment Trusts
TCMD,Health Care,Medical/Dental Instruments
TCOM,Real Estate,Real Estate
TCPC,Finance,Finance/Investors Services
TCRT,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Technology,EDP Services
TD,Finance,Commercial Banks
TDC,Technology,Computer Software: Prepackaged Software
TDF,Finance,Finance/Investors Services
TDG,Industrials,Military/Government/Technical
TDIC,Consumer Discretionary,Other Consumer Services
TDOC,Health Care,Medical/Nursing Services
TDS,Telecommunications,Telecommunications Equipment
TDTH,Real Estate,Real Estate
TDUP,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Consumer Discretionary,Marine Transportation
TDY,Industrials,Industrial Machinery/Components
TE,Miscellaneous,Industrial Machinery/Components
TEAD,Technology,Computer Software: Programming Data Processing
TEAF,Finance,Trusts Except Educational Religious and Charitable
TEAM,Technology,Computer Software: Prepackaged Software
TECH,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Finance,Major Banks
TECX,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telecommunications,Telecommunications Equipment
TEI,Finance,Finance Companies
TEL,Technology,Electronic Components
TELA,Health Care,Medical/Dental Instruments
TELO,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,Technology,Computer Software: Programming Data Processing
TEN,Consumer Discretionary,Marine Transportation
TENB,Technology,Computer Software: Prepackaged Software
TENX,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,Telecommunications,Telecommunications Equipment
TER,Industrials,Electrical Products
TERN,Health Care,Biotechnology: Pharmaceutical Preparations
TEVA,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Industrials,Construction/Ag Equipment/Trucks
TFC,Finance,Major Banks
TFII,Industrials,Trucking Freight/Courier Services
TFIN,Finance,Major Banks
TFPM,Industrials,Precious Metals
TFSL,Finance,Savings Institutions
TFX,Health Care,Medical/Dental Instruments
TG,Industrials,Metal Fabrications
TGB,Basic Materials,Precious Metals
TGE,Consumer Discretionary,Newspapers/Magazines
TGEN,Industrials,Industrial Machinery/Components
TGHL,Technology,EDP Services
TGL,Real Estate,Real Estate
TGLS,Consumer Discretionary,Electronic Components
TGNA,Industrials,Broadcasting
TGS,Utilities,Natural Gas Distribution
TGT,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Consumer Discretionary,Hotels/Resorts
THAR,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Health Care,Hospital/Nursing Management
THCH,Consumer Discretionary,Restaurants
THFF,Finance,Major Banks
THG,Finance,Property-Casualty Insurers
THH,Consumer Discretionary,Services-Misc. Amusement & Recreation
THM,Basic Materials,Metal Mining
THO,Industrials,Homebuilding
THQ,Finance,Finance Companies
